Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-Events,2,text/html;charset=UTF-8,200,OK,R3 GSI Webcast - News and Events - R3 PhD Program - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,186,1596,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,R3 Events ,10,,0,The Inaugural Katharine E. Welsh Symposium,42,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-Events,32467,676,7,5,2.2,127,112,24,22,0.739,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-Events
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News,3,text/html;charset=UTF-8,200,OK,R3 GSI Agenda - News and Events - R3 PhD Program - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,185,1588,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,,0,,0,Inaugural Katharine E. Welsh Symposium,38,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News,30485,663,3,2,0.88,123,110,22,20,0.639,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News-Events,3,text/html;charset=UTF-8,301,Moved permanently,,0,0,,0,0,,0,,0,,0,,0,,0,,,0,0,3,1,0.44,0,0,0,0,0.103,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News,HTTP Redirect,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-GSI-News-Events
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-Newsletter,2,text/html;charset=UTF-8,200,OK,R3-Center Newsletter,20,173,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,R3ISE Network News,18,,0,Updates from the R3 Center for Innovation in Science Education,62,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-Newsletter,33553,1007,4,3,1.32,127,113,25,23,0.798,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/R3-PhD-program/R3-Newsletter
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/,2,text/html;charset=UTF-8,200,OK,ScM Program - Academics and Degree Programs - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,180,1549,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Master of Science,17,,0,Schoolwide courses required of all masters' students:,53,Department Courses,18,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/index.html,31549,870,23,16,7.05,126,109,22,20,1.029,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/index.html,3,text/html;charset=UTF-8,200,OK,ScM Program - Academics and Degree Programs - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,180,1549,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Master of Science,17,,0,Schoolwide courses required of all masters' students:,53,Department Courses,18,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/index.html,31569,870,1,1,0.44,126,110,22,20,0.56,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/academics-and-degree-programs/scm-program/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALUMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/,1,text/html;charset=UTF-8,200,OK,Alumni - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,143,1208,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Alumni,6,,0,Emily Ricotta,13,Allison Brown,13,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/index.html,32410,1285,69,66,29.07,117,104,22,20,2.37,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/index.html,2,text/html;charset=UTF-8,200,OK,Alumni - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,143,1208,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Alumni,6,,0,Emily Ricotta,13,Allison Brown,13,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/index.html,32430,1285,1,1,0.44,117,105,22,20,0.574,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/alumni/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARDS AND FELLOWSHIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/,1,text/html;charset=UTF-8,200,OK,Awards and Fellowships - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,159,1347,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Awards and Fellowships,22,,0,Awards,6,Honorary Fellowships,20,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/index.html,29928,875,70,66,29.07,118,105,23,21,0.887,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/funding-opportunities.html,2,text/html;charset=UTF-8,200,OK,Funding Opportunities - Awards and Scholarships - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,184,1549,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Funding Opportunities for MMI Graduate Students,47,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/funding-opportunities.html,30647,990,4,3,1.32,118,105,22,20,0.6,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/funding-opportunities.html
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/index.html,2,text/html;charset=UTF-8,200,OK,Awards and Fellowships - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,159,1347,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Awards and Fellowships,22,,0,Awards,6,Honorary Fellowships,20,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/index.html,29948,875,1,1,0.44,118,106,23,21,0.488,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/awards-and-fellowships/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTERS AND INSTITUTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/,1,text/html;charset=UTF-8,200,OK,Centers and Institutes - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,159,1328,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Centers and Institutes,22,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/index.html,30557,873,69,66,29.07,119,106,28,23,1.004,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/index.html,2,text/html;charset=UTF-8,200,OK,Centers and Institutes - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,159,1328,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Centers and Institutes,22,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/index.html,30577,873,1,1,0.44,119,107,28,23,0.556,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/centers-and-institutes/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTACT US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/,1,text/html;charset=UTF-8,200,OK,Contact Us - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,147,1242,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Contact Us,10,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/index.html,26340,440,71,66,29.07,117,104,22,20,0.786,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/index.html,2,text/html;charset=UTF-8,200,OK,Contact Us - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,147,1242,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Contact Us,10,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/index.html,26360,440,1,1,0.44,117,105,22,20,0.559,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/contact-us/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORE FACILITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/,1,text/html;charset=UTF-8,200,OK,Core Facilities - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,152,1267,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Core Facilities,15,,0,Biophysics Core Facility,24,Insectary Core Facility,23,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/index.html,30742,937,69,66,29.07,117,104,29,27,1.037,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/index.html,2,text/html;charset=UTF-8,200,OK,Core Facilities - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,152,1267,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Core Facilities,15,,0,Biophysics Core Facility,24,Insectary Core Facility,23,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/index.html,30762,937,1,1,0.44,117,105,29,27,0.549,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/core-facilities/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENTS CALENDAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/,1,text/html;charset=UTF-8,200,OK,Events Calendar - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,152,1286,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Events Calendar,15,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/index.html,26227,385,135,66,29.07,117,104,22,20,1.346,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/index.html,2,text/html;charset=UTF-8,200,OK,Events Calendar - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,152,1286,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Events Calendar,15,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/index.html,26247,385,1,1,0.44,117,105,22,20,0.489,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/events-calendar/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACULTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/faculty/,1,text/html;charset=UTF-8,200,OK,Faculty - Our People - W. Harry Feinstone Department of Molecular Microbiology and Immunology - Departments - Johns Hopkins Bloomberg School of Public Health,157,1318,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, infectious diseases,johns hopkins University,johns hopkins bloomberg school of public health,departemtns,molecular microbiology and immunology,biochemistry,virology,parasitology,molecular biology,ecology,structural biology,immunobiology,MHS,master of health science,ScM,master of science,PhD,Ph.D.,Sc.M.,M.H.S.,",871,Faculty,7,,0,,0,,0,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/faculty/index.html,53173,756,69,66,29.07,187,173,22,20,1.047,,,,https://www.jhsph.edu/departments/w-harry-feinstone-department-of-molecular-microbiology-and-immunology/faculty/
